SCIENTIFIC_NAME,FAMILY,SUB_SPECIES,Synonym,AUTHOR,ENGLISH_COMMON_NAME,Growth_form,GBIF_record_number,ROM__record_number,Combined_abund_scaled,S_RANK,COSEWIC_STATUS,G_RANK,EXOTIC_NATIVE,EXOTIC_RANK,Cultivated,Year_first_record_exotic
Avena sativa,Poaceae,,,L.,Cultivated Oats,Graminoid,4,3,5,SNA,,GNA,E,SE2,,NA
Avenella flexuosa,Poaceae,,,(L.) Drej.,Wavy Hairgrass,Graminoid,3,NA,2,S5,,G5,N,,,NA
Axyris amaranthoides,Chenopodiaceae,,,L.,Russian Pigweed,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Barbarea vulgaris,Brassicaceae,,,Ait. f.,Bitter Wintercress,Herbaceous,30,24,37,SNA,,GNA,E,SE5,,NA
Bassia scoparia,Amaranthaceae,,Kochia scoparia,L.,(L.) A.J.Scott,Herbaceous,13,17,24,SNA,,G5,E,SE?,,NA
Beckmannia syzigachne,Poaceae,,,(Steud.) Fern.,American Sloughgrass,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Bellis perennis,Asteraceae,,,L.,English Daisy,Herbaceous,2,NA,1,SNA,,GNA,E,SE5,,NA
Berberis thunbergii,Berberidaceae,,,DC.,Japanese Barberry,Shrub,29,12,22,SNA,,GNA,E,SE5,,NA
Berberis vulgaris,Berberidaceae,,,L.,European Barberry,Shrub,5,6,9,SNA,,GNA,E,SE5,,NA
Berteroa incana,Brassicaceae,,,(L.) DC.,Hoary False-alyssum,Herbaceous,4,1,3,SNA,,GNA,E,SE5,,1989
Betula alleghaniensis,Betulaceae,,,Britt.,Yellow Birch,Tree,32,13,24,S5,,G5,N,,,NA
Betula cordifolia,Betulaceae,,,Regel,Heart-leaved Birch,Tree,2,NA,1,S4,,G5,N,,,NA
Betula lenta,Betulaceae,,,L.,Black birch,Tree,NA,NA,NA,S5,,G5,N,,,NA
Betula nigra,Betulaceae,,,L.,Black birch,Tree,NA,NA,NA,SNA,,G5,E,SE?,y,NA
Betula papyrifera,Betulaceae,,,Marsh.,Paper Birch,Tree,52,24,42,S5,,G5,N,,,NA
Betula pendula,Betulaceae,,,Roth,Weeping Birch,Tree,10,4,8,SNA,,GNA,E,SE4,,NA
Betula populifolia,Betulaceae,,,Marshall,Gray Birch,Tree,NA,1,3,S4,,G5,N,,,NA
Betula pumila,Betulaceae,,,L.,Bog Birch,Tree,2,NA,1,S5,,G5,N,,,NA
Betula utilis,Betulaceae,,,D.Don,Himalayan birch,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Bidens beckii,Asteraceae,,Megalodonta beckii,Torr. ex Spreng.,Water Beggarticks,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Bidens cernua,Asteraceae,,,L.,Nodding Beggarticks,Herbaceous,15,34,45,S5,,G5,N,,,NA
Bidens discoidea,Asteraceae,,,(Torr. & Gray) Britt.,Small Beggarticks,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Bidens frondosa,Asteraceae,,,L.,Devil's Beggarticks,Herbaceous,20,13,21,S5,,G5,N,,,NA
Bidens tripartita,Asteraceae,,,L.,Three-parted Beggarticks,Herbaceous,NA,7,18,S5,,G5,N,,,NA
Bidens vulgata,Asteraceae,,,Greene,Tall Beggarticks,Herbaceous,NA,3,8,S5,,G5,N,,,NA
Blepharis ciliaris,Acanthaceae,,,(L.) B.L.Burtt,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,NA
Blitum capitatum,Chenopodiaceae,,Chenopodium capitatum,L.,Strawberry-blite,Herbaceous,5,NA,3,S5,,G5,N,,,NA
Boechera canadensis,Brassicaceae,,,(L.) Al-Shehbaz,Canadian Rockcress,Herbaceous,NA,6,15,S?,,G?,N,,,NA
Boechera laevigata,Brassicaceae,,Arabis laevigata,(Muhlenberg ex Willdenow) Al-Shehbaz,Smooth rockcress,Herbaceous,4,NA,2,S5,,G5,N,,,NA
Boechera stricta,Brassicaceae,,,(Graham) Al-Shehbaz,Drummond's Rockcress,Herbaceous,1,7,9,S4,,G5,N,,,NA
Boehmeria cylindrica,Urticaceae,,,(L.) Sw.,False Nettle,Herbaceous,1,7,9,S5,,G5,N,,,NA
Boerhavia glabrata,Nyctaginaceae,,,Blume,punarnava,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,NA
Bolboschoenus fluviatilis,Cyperaceae,,Scirpus fluviatilis,(Torr.) Sojak,River Bulrush,Graminoid,4,4,6,S4,,G5,N,,,NA
Borago officinalis,Boraginaceae,,,L.,Common Borage,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Botrychium matricariifolium,Ophioglossaceae,,,(A. Braun ex Dowell) A. Braun ex Koch,Daisy-leaved Moonwort,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Botrychium simplex,Ophioglossaceae,,,E. Hitchc.,Least Moonwort,Herbaceous,1,2,3,S?,,G5,N,,,NA
Botrychium virginianum,Ophioglossaceae,,,(L.) Michx.,Rattlesnake fern,Herbaceous,NA,13,32,S5,,G5,N,,,NA
Botrypus virginianus,Ophioglossaceae,,,(L.) Holub,Rattlesnake Fern,Herbaceous,10,NA,5,S5,,G5,N,,,NA
Bouteloua curtipendula,Poaceae,,,(Michx.) Torr.,Side-oats Grama,Graminoid,NA,NA,NA,S2,,G5,U,,,NA
Brachyelytrum erectum,Poaceae,,,(Schreb. ex Spreng.) Beauv.,Southern Shorthusk,Graminoid,2,5,7,S4,,G4,N,,,NA
Brasenia schreberi,Cabombaceae,,,J.F. Gmel.,Watershield,Herbaceous,5,1,3,S5,,G5,N,,,NA
Brassica juncea,Brassicaceae,,,(L.) Czern.,Chinese Mustard,Herbaceous,1,9,12,SNA,,GNA,E,SE5,,NA
Brassica napus,Brassicaceae,,,L.,Rapeseed,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Brassica nigra,Brassicaceae,,,(L.) W.D.J. Koch,Black Mustard,Herbaceous,6,3,6,SNA,,GNA,E,SE5,,1941
Brassica oleracea,Brassicaceae,,,L.,Cabbage,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Brassica rapa,Brassicaceae,,,L.,Field Mustard,Herbaceous,5,7,10,SNA,,GNA,E,SE5,,1897
Bromus ciliatus,Poaceae,,,L.,Fringed Brome,Graminoid,5,4,7,S5,,G5,N,,,NA
Bromus commutatus,Poaceae,,,Schrad.,Hairy Brome,Graminoid,1,3,4,SNA,,GNA,E,SE4,,1909
Bromus hordeaceus,Poaceae,hordeaceus,,L.,Soft Brome,Graminoid,1,2,3,SNA,,GNA,E,SE2,,NA
Bromus inermis,Poaceae,,,Leyss.,Smooth Brome,Graminoid,27,26,38,SNA,,G5,E,SE5,,NA
Bromus japonicus,Poaceae,,,Thunb. ex Murr.,Japanese Brome,Graminoid,1,NA,1,SNA,,GNA,E,SE4,,NA
Bromus kalmii,Poaceae,,,Gray,Kalm's Brome,Graminoid,3,7,10,S4,,G5,N,,,NA
Bromus latiglumis,Poaceae,,,(Shear) A.S. Hitchc.,Broad-glumed Brome,Graminoid,5,4,7,S4,,G5,N,,,NA
Bromus pubescens,Poaceae,,,Muhl. ex Willd.,Hairy Woodland Brome,Graminoid,1,NA,1,S4,,G5,N,,,NA
Bromus racemosus,Poaceae,,,L.,Bald Brome,Graminoid,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Bromus secalinus,Poaceae,,,L.,Rye Brome,Graminoid,NA,2,5,SNA,,GNA,E,SE4,,NA
Bromus tectorum,Poaceae,,,L.,Downy Brome,Graminoid,9,9,14,SNA,,GNA,E,SE5,,1970
Broussonetia papyrifera,Moraceae,,,(L.)  Vent.,paper mulberry,Shrub/tree,NA,1,3,SNA,,GNA,E,SE?,y,1899
Buddleja davidii,Scrophulariaceae,,,Franch.,Orange-eye Butterfly-bush,Herbaceous,2,NA,1,SNA,,G4,E,SE1,,NA
Buglossoides arvensis,Boraginaceae,,,(L.) I.M. Johnston,Corn Gromwell,Herbaceous,5,2,4,SNA,,GNA,E,SE5,,1969
Butomus umbellatus,Butomaceae,,,L.,Flowering-rush,Herbaceous,13,2,6,SNA,,G5,E,SE5,,NA
Cakile edentula,Brassicaceae,,,(Bigelow) Hook.,American Sea Rocket,Herbaceous,NA,10,25,S4,,G5,N,,,NA
Calamagrostis canadensis,Poaceae,,,(Michx.) Beauv.,Bluejoint Reedgrass,Graminoid,7,15,20,S5,,G5,N,,,NA
Calamagrostis epigejos,Poaceae,,,(L.) Roth,Chee Reedgrass,Graminoid,NA,NA,NA,SNA,,G5,E,SE2,,NA
Calamagrostis stricta,Poaceae,inexpansa,,(Timm) Koel.,Slim-stemmed Reedgrass,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Calla palustris,Araceae,,,L.,Wild Calla,Herbaceous,10,9,14,S5,,G5,N,,,NA
Callitriche palustris,Callitrichaceae,,,L.,Vernal Water-starwort,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Calopogon tuberosus,Orchidaceae,,,(L.) B.S.P.,Tuberous Grass Pink,Herbaceous,NA,2,5,S4,,G5,N,,,NA
Caltha palustris,Ranunculaceae,,,L.,Yellow Marsh Marigold,Herbaceous,33,25,39,S5,,G5,N,,,NA
Calystegia sepium,Convolvulaceae,,,(L.) R. Br.,Hedge False Bindweed,Herbaceous/vine,16,22,31,S5,,G5,N,,,NA
Calystegia spithamaea,Convolvulaceae,spithamaea,,(L.) Pursh,Low False Bindweed,Herbaceous/vine,2,10,13,S4,,G4,N,,,NA
Camelina microcarpa,Brassicaceae,,,Andrz. ex DC.,Small-seeded False-flax,Herbaceous,6,12,16,SNA,,GNA,E,SE5,,NA
Camelina sativa,Brassicaceae,,,(L.) Crantz,Large-seeded False-flax,Herbaceous,NA,1,3,SNA,,GNA,E,SE2,,1908
Campanula aparinoides,Campanulaceae,,,Pursh,Marsh Bellflower,Herbaceous,4,8,11,S5,,G5,N,,,NA
Campanula persicifolia,Campanulaceae,,,L.,Peach-leaved Bellflower,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Campanula rapunculoides,Campanulaceae,,,L.,Creeping Bellflower,Herbaceous,44,17,31,SNA,,GNA,E,SE5,,NA
Campanula rotundifolia,Campanulaceae,,,L.,Harebell,Herbaceous,8,19,25,S5,,G5,N,,,NA
Campanula trachelium,Campanulaceae,,,L.,Nettle-leaved Bellflower,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Campsis radicans,Bignoniaceae,,,(L.) Seem. ex Bureau,Trumpet Creeper,Vine,3,NA,2,S2,,G5,N,,,NA
Campylanthus salsoloides,Plantaginaceae,,,(L.f.) Roth,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,1992
Cannabis sativa,Cannabaceae,,,L.,Marijuana,Herbaceous,6,1,3,SNA,,GNA,E,SE1,,1954
Capnoides sempervirens,Papaveraceae,,,(L.) Borkh.,Pale Corydalis,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Capsella bursa-pastoris,Brassicaceae,,,(L.) Medik.,Common Shepherd's Purse,Herbaceous,8,6,10,SNA,,GNA,E,SE5,,1949
Caragana arborescens,Fabaceae,,,Lam.,Siberian Peashrub,Shrub/tree,4,1,3,SNA,,GNA,E,SE1,,1992
Caragana frutex,Fabaceae,,,(L.) K.Koch,Russian Peashrub,Shrub,NA,2,5,SNA,,GNA,E,SEX,,1955
Cardamine bulbosa,Brassicaceae,,,(Schreb. ex Muhl.) B.S.P.,Bulbous Bittercress,Herbaceous,NA,3,8,S4,,G5,N,,,NA
Cardamine concatenata,Brassicaceae,,,(Michx.) Sw.,Cut-leaved Toothwort,Herbaceous,21,18,27,S5,,G5,N,,,NA
Cardamine diphylla,Brassicaceae,,,(Michx.) Wood,Two-leaved Toothwort,Herbaceous,32,8,18,S5,,G5,N,,,NA
Cardamine douglassii,Brassicaceae,,,Britt.,Limestone Bittercress,Herbaceous,5,15,20,S4,,G5,N,,,NA
Cardamine hirsuta,Brassicaceae,,,L.,Hairy Bittercress,Herbaceous,3,NA,2,SNA,,GNA,E,SE4,,NA
Cardamine impatiens,Brassicaceae,,,L.,Narrow-leaved Bittercress,Herbaceous,18,1,6,SNA,,GNA,E,SE1,,1980
Cardamine maxima,Brassicaceae,,Cardamine x maxima,(Nutt.) Wood,Large Toothwort,Herbaceous,8,11,16,S3,,G5,N,,,NA
Cardamine pensylvanica,Brassicaceae,,,Muhl. ex Willd.,Pennsylvania Bittercress,Herbaceous,5,10,14,S5,,G5,N,,,NA
Cardamine pratensis,Brassicaceae,angustifolia,,L.,Meadow Bittercress,Herbaceous,1,4,6,SNA,,GNA,E,SE1,,NA
Carduus acanthoides,Asteraceae,,,L.,Spiny Plumeless Thistle,Herbaceous,5,1,3,SNA,,GNA,E,SE5,,1986
Carduus nutans,Asteraceae,,,,Nodding Thistle,Herbaceous,5,1,3,SNA,,GNA,E,SE5,,1977
Carpinus betulus,Betulaceae,,,L.,European hornbeam,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Carex albicans,Cyperaceae,,,Willd. ex Spreng.,White-tinged Sedge,Graminoid,3,NA,2,S3,,G5,N,,,NA
Carex albursina,Cyperaceae,,,Sheldon,White Bear Sedge,Graminoid,7,NA,4,S5,,G5,N,,,NA
Carex alopecoidea,Cyperaceae,,,Tuckerman,Foxtail Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex annectens,Cyperaceae,,,(Bickn.) Bickn.,Yellow-fruited Sedge,Graminoid,2,NA,1,S2,,G5,N,,,NA
Carex appalachica,Cyperaceae,,,J. Webber & P.W. Ball,Appalachian Sedge,Graminoid,3,NA,2,S2,,G4,N,,,NA
Carex aquatilis,Cyperaceae,,,Wahlenb.,Water Sedge,Graminoid,1,10,13,S5,,G5,N,,,NA
Carex arcta,Cyperaceae,,,Boott,Northern Clustered Sedge,Graminoid,1,NA,1,S4,,G5,N,,,NA
Carex arctata,Cyperaceae,,,Boott ex Hook.,Drooping Woodland Sedge,Graminoid,18,12,19,S5,,G5,N,,,NA
Carex atherodes,Cyperaceae,,,Spreng.,Wheat Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex aurea,Cyperaceae,,,Nutt.,Golden Sedge,Graminoid,16,8,14,S5,,G5,N,,,NA
Carex backii,Cyperaceae,,,Boott,Back's Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex bebbii,Cyperaceae,,,Olney ex Fern.,Bebb's Sedge,Graminoid,1,2,3,S5,,G5,N,,,NA
Carex blanda,Cyperaceae,,,Dewey,Woodland Sedge,Graminoid,40,19,33,S5,,G5,N,,,NA
Carex brevior,Cyperaceae,,,(Dewey) Mackenzie ex Lunell,Short-beaked Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex bromoides,Cyperaceae,,,Schkuhr ex Willd.,Brome-like Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex brunnescens,Cyperaceae,brunnescens,,(Pers.) Poir.,Brownish Sedge,Graminoid,1,NA,1,S5,,G5,N,,,NA
Carex buxbaumii,Cyperaceae,,,Wahlenb.,Buxbaum's Sedge,Graminoid,4,NA,2,S5,,G5,N,,,NA
Carex canescens,Cyperaceae,canescens,,L.,Hoary Sedge,Graminoid,4,NA,2,S5,,G5,N,,,NA
Carex castanea,Cyperaceae,,,Wahlenb.,Chestnut Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex cephaloidea,Cyperaceae,,,(Dewey) Dewey,Thin-leaved Sedge,Graminoid,3,1,2,S4,,G5,N,,,NA
Carex cephalophora,Cyperaceae,,,Muhl. ex Willd.,Oval-leaved Sedge,Graminoid,4,4,6,S5,,G5,N,,,NA
Carex chordorrhiza,Cyperaceae,,,Ehrh. ex L. f.,Creeping Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex communis,Cyperaceae,,,Bailey,Fibrous-root Sedge,Graminoid,22,8,15,S5,,G5,N,,,NA
Carex comosa,Cyperaceae,,,Boott,Bristly Sedge,Graminoid,4,1,3,S5,,G5,N,,,NA
Carex conoidea,Cyperaceae,,,Schkuhr ex Willd.,Field Sedge,Graminoid,1,NA,1,S3,,G5,N,,,NA
Carex crawfordii,Cyperaceae,,,Fern.,Crawford's Sedge,Graminoid,NA,1,3,S5,,G5,N,,,NA
Carex crinita,Cyperaceae,,,Lam.,Fringed Sedge,Graminoid,2,NA,1,S5,,G5,N,,,NA
Carex cristatella,Cyperaceae,,,Britt.,Crested Sedge,Graminoid,18,3,8,S5,,G5,N,,,NA
Carex cryptolepis,Cyperaceae,,,Mackenzie,Northeastern Sedge,Graminoid,NA,NA,NA,S4,,G4,N,,,NA
Carex cumulata,Cyperaceae,,,(Bailey) Fern.,Clustered Sedge,Graminoid,1,NA,1,S4,,G4,N,,,NA
Carex debilis,Cyperaceae,rudgei,,Michx.,White-edge Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex deweyana,Cyperaceae,,,Schwein.,Dewey's Sedge,Graminoid,20,3,9,S5,,G5,N,,,NA
Carex diandra,Cyperaceae,,,Schrank,Lesser Panicled Sedge,Graminoid,1,1,2,S5,,G5,N,,,NA
Carex digitalis,Cyperaceae,,,Willd.,Slender Woodland Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex disperma,Cyperaceae,,,Dewey,Two-seeded Sedge,Graminoid,4,3,5,S5,,G5,N,,,NA
Carex divulsa,Cyperaceae,,,Stokes,Grassland Sedge,Graminoid,1,NA,1,SNA,,GNA,E,SE1,,NA
Carex eburnea,Cyperaceae,,,Boott ex Hook.,Bristle-leaved Sedge,Graminoid,7,9,13,S5,,G5,N,,,NA
Carex echinata,Cyperaceae,echinata,,Murr.,Star Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex flacca,Cyperaceae,,,Schreb.,Heath Sedge,Graminoid,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Carex flava,Cyperaceae,,,L.,Yellow Sedge,Graminoid,1,NA,1,S5,,G5,N,,,NA
Carex foenea,Cyperaceae,,,Willd.,Bronze Sedge,Graminoid,3,4,6,S5,,G5,N,,,NA
Carex garberi,Cyperaceae,,,Fern.,Garber's Sedge,Graminoid,NA,3,8,S4,,G5,N,,,NA
Carex gracilescens,Cyperaceae,,,Steud.,Slender Loose-flowered Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex gracillima,Cyperaceae,,,Schwein.,Graceful Sedge,Graminoid,14,2,6,S5,,G5,N,,,NA
Carex granularis,Cyperaceae,,,Muhl. ex Willd.,Limestone Meadow Sedge,Graminoid,25,7,15,S5,,G5,N,,,NA
Carex grayi,Cyperaceae,,,Carey,Gray's Sedge,Graminoid,6,1,3,S4,,G4,N,,,NA
Carex grisea,Cyperaceae,,,Wahlenb.,Gray Sedge,Graminoid,1,NA,1,S4,,G5,N,,,NA
Carex gynandra,Cyperaceae,,,Schwein.,Nodding Sedge,Graminoid,NA,NA,NA,S5,,G5,U,,,NA
Carex hirtifolia,Cyperaceae,,,Mackenzie,Pubescent Sedge,Graminoid,5,NA,3,S4,,G5,N,,,NA
Carex hitchcockiana,Cyperaceae,,,Dewey,Hitchcock's Sedge,Graminoid,3,2,4,S4,,G5,N,,,NA
Carex hystericina,Cyperaceae,,,Muhl. ex Willd.,Porcupine Sedge,Graminoid,17,7,13,S5,,G5,N,,,NA
Carex inops,Cyperaceae,,,Bailey,Long-stoloned Sedge,Graminoid,1,NA,1,S1,,G5,N,,,NA
Carex interior,Cyperaceae,,,Bailey,Inland Sedge,Graminoid,3,3,5,S5,,G5,N,,,NA
Carex intumescens,Cyperaceae,,,Rudge,Bladder Sedge,Graminoid,6,2,4,S5,,G5,N,,,NA
Carex lacustris,Cyperaceae,,,Willd.,Lake Sedge,Graminoid,14,1,5,S5,,G5,N,,,NA
Carex laevivaginata,Cyperaceae,,,(Kukenth.) Mackenzie,Smooth-sheathed Sedge,Graminoid,1,1,2,S4,,G5,N,,,NA
Carex lasiocarpa,Cyperaceae,,,Ehrh.,Woolly-fruited Sedge,Graminoid,9,23,31,S5,,G5,N,,,NA
Carex laxiculmis,Cyperaceae,laxiculmis,,Schwein.,Spreading Sedge,Graminoid,4,NA,2,S4,,G5,N,,,NA
Carex laxiflora,Cyperaceae,,,Lam.,Loose-flowered Sedge,Graminoid,14,5,10,S5,,G5,N,,,NA
Carex leptalea,Cyperaceae,,,Wahlenb.,Bristle-stalked Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex leptonervia,Cyperaceae,,,(Fern.) Fern.,Finely-nerved Sedge,Graminoid,3,1,2,S5,,G5,N,,,NA
Carex limosa,Cyperaceae,,,L.,Mud Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex lupulina,Cyperaceae,,,Muhl. ex Willd.,Hop Sedge,Graminoid,8,NA,4,S5,,G5,N,,,NA
Carex lurida,Cyperaceae,,,Wahlenb.,Sallow Sedge,Graminoid,2,NA,1,S4,,G5,N,,,NA
Carex magellanica,Cyperaceae,irrigua,,Lam.,Boreal Bog Sedge,Graminoid,4,NA,2,S5,,G5,N,,,NA
Carex molesta,Cyperaceae,,,Mackenzie ex Bright,Troublesome Sedge,Graminoid,1,NA,1,S4,,G4,N,,,NA
Carex muehlenbergii,Cyperaceae,muehlenbergii,,Schkuhr ex Willd.,Muhlenberg's Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex normalis,Cyperaceae,,,Mackenzie,Larger Straw Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex pallescens,Cyperaceae,,,L.,Pale Sedge,Graminoid,4,NA,2,S4,,G5,N,,,NA
Carex peckii,Cyperaceae,,,Howe,Peck's Sedge,Graminoid,13,9,14,S5,,G5,N,,,NA
Carex pedunculata,Cyperaceae,,,Muhl. ex Willd.,Long-stalked Sedge,Graminoid,29,18,29,S5,,G5,N,,,NA
Carex pellita,Cyperaceae,,,Muhl. ex Willd.,Woolly Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex pensylvanica,Cyperaceae,,,Lam.,Pennsylvania Sedge,Graminoid,40,27,43,S5,,G5,N,,,NA
Carex plantaginea,Cyperaceae,,,Lam.,Plantain-leaved Sedge,Graminoid,9,4,7,S5,,G5,N,,,NA
Carex platyphylla,Cyperaceae,,,Carey,Broad-leaved Sedge,Graminoid,12,15,22,S4,,G5,N,,,NA
Carex praegracilis,Cyperaceae,,,W. Boott,Clustered Field Sedge,Graminoid,2,2,3,SNA,,G5,E,SE5,,1975
Carex prairea,Cyperaceae,,,Dewey ex Wood,Prairie Sedge,Graminoid,1,2,3,S5,,G5,N,,,NA
Carex prasina,Cyperaceae,,,Wahlenb.,Drooping Sedge,Graminoid,1,NA,1,S4,,G4,N,,,NA
Carex projecta,Cyperaceae,,,Mackenzie,Necklace Sedge,Graminoid,4,1,3,S5,,G5,N,,,NA
Carex pseudocyperus,Cyperaceae,,,L.,Cyperus-like Sedge,Graminoid,11,8,13,S5,,G5,N,,,NA
Carex radiata,Cyperaceae,,,(Wahlenb.) Small,Eastern Star Sedge,Graminoid,8,1,4,S5,,G5,N,,,NA
Carex retrorsa,Cyperaceae,,,Schwein.,Retrorse Sedge,Graminoid,19,6,12,S5,,G5,N,,,NA
Carex richardsonii,Cyperaceae,,,R. Br.,Richardson's Sedge,Graminoid,1,NA,1,S4,,G5,N,,,NA
Carex rosea,Cyperaceae,,,Schkuhr ex Willd.,Rosy Sedge,Graminoid,30,24,37,S5,,G5,N,,,NA
Carex rostrata,Cyperaceae,,,Stokes,Swollen Beaked Sedge,Graminoid,6,4,7,S4,,G5,N,,,NA
Carex sartwellii,Cyperaceae,,,Dewey,Sartwell's Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex scabrata,Cyperaceae,,,Schwein.,Eastern Rough Sedge,Graminoid,7,3,6,S5,,G5,N,,,NA
Carex schweinitzii,Cyperaceae,,,Dewey ex Schwein.,Schweinitz's Sedge,Graminoid,1,NA,1,S3,,G3,N,,,NA
Carex scirpoidea,Cyperaceae,,,Michx.,Single-spike Sedge,Graminoid,2,NA,1,S4,,G5,N,,,NA
Carex scoparia,Cyperaceae,,,Schkuhr ex Willd.,Pointed Broom Sedge,Graminoid,1,NA,1,S5,,G5,N,,,NA
Carex siccata,Cyperaceae,,,Dewey,Dry-spike Sedge,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Carex sparganioides,Cyperaceae,,,Muhl. ex Willd.,Burreed Sedge,Graminoid,16,7,13,S4,,G5,N,,,NA
Carex spicata,Cyperaceae,,,Huds.,Spiked Sedge,Graminoid,11,2,6,SNA,,GNA,E,SE5,,1974
Carex sprengelii,Cyperaceae,,,Dewey ex Spreng.,Sprengel's Sedge,Graminoid,4,NA,2,S5,,G5,N,,,NA
Carex stipata,Cyperaceae,,,Muhl. ex Willd.,Awl-fruited Sedge,Graminoid,16,14,21,S5,,G5,N,,,NA
Carex stricta,Cyperaceae,,,Lam.,Tussock Sedge,Graminoid,7,7,11,S5,,G5,N,,,NA
Carex sychnocephala,Cyperaceae,,,Carey,Many-headed Sedge,Graminoid,1,NA,1,S4,,G5,N,,,NA
Carex tenera,Cyperaceae,,,Dewey,Tender Sedge,Graminoid,6,2,4,S5,,G5,N,,,NA
Carex tenuiflora,Cyperaceae,,,Wahlenb.,Sparse-flowered Sedge,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Carex tonsa,Cyperaceae,rugosperma,,(Fern.) Bickn.,Deep-green Sedge,Graminoid,3,1,2,S5,,G5,N,,,NA
Carex tribuloides,Cyperaceae,,,Wahlenb.,Blunt Broom Sedge,Graminoid,5,2,4,S4,,G5,N,,,NA
Carex trichocarpa,Cyperaceae,,,Muhl. ex Willd.,Hairy-fruited Sedge,Graminoid,8,NA,4,S3,,G4,N,,,NA
Carex trisperma,Cyperaceae,trisperma,,Dewey,Three-seeded Sedge,Graminoid,2,NA,1,S5,,G5,N,,,NA
Carex tuckermanii,Cyperaceae,,,Dewey,Tuckerman's Sedge,Graminoid,3,NA,2,S5,,G5,N,,,NA
Carex utriculata,Cyperaceae,,,Boott,Northern Beaked Sedge,Graminoid,2,NA,1,S5,,G5,N,,,NA
Carex vesicaria,Cyperaceae,,,L.,Inflated Sedge,Graminoid,1,NA,1,S5,,G5,N,,,NA
Carex viridula,Cyperaceae,viridula,,Michx.,Greenish Sedge,Graminoid,NA,9,22,S5,,G5,N,,,NA
Carex vulpinoidea,Cyperaceae,,,Michx.,Fox Sedge,Graminoid,28,24,36,S5,,G5,N,,,NA
Carex woodii,Cyperaceae,,,Dewey,Wood's Sedge,Graminoid,2,NA,1,S4,,G4,N,,,NA
Carpinus caroliniana,Betulaceae,virginiana,,Walt.,Blue-beech,Tree,28,13,23,S5,,G5,N,,,NA
Carum carvi,Apiaceae,,,L.,Common Caraway,Herbaceous,2,1,2,SNA,,GNA,E,SE3,,1942
Carya cordiformis,Juglandaceae,,,(Wangenh.) K. Koch,Bitternut Hickory,Tree,45,9,22,S5,,G5,N,,,NA
Carya glabra,Juglandaceae,,,(P. Mill.) Sweet,Pignut Hickory,Tree,1,1,2,S3,,G5,N,,,NA
Carya laciniosa,Juglandaceae,,,(Michx. f.) G. Don,Shellbark Hickory,Tree,1,1,2,S3,,G5,N,,,NA
Carya ovata,Juglandaceae,,,(P. Mill.) K. Koch,Shagbark Hickory,Tree,25,1,8,S5,,G5,N,,,NA
Castanea dentata,Fagaceae,,,(Marsh.) Borkh.,American chestnut,,NA,NA,NA,S1,,G1,N,,,NA
