Site,Year,Species Richness,Stem Abundance,American Beech basal area,American Elm  basal area,Ash sp. basal area,Basswood  basal area,Bitternut Hickory  basal area,Black Ash  basal area,Black Cherry  basal area,Black Maple  basal area,Blue Beech basal area,Burr Oak  basal area,Butternut  basal area,Eastern Hemlock  basal area,Green Ash  basal area,Ironwood  basal area,Large-toothed Aspen  basal area,Manitoba Maple  basal area,Red Maple basal area,Red Oak  basal area,Sassafras  basal area,Shagbark Hickory  basal area,Silver Maple  basal area,Sugar Maple  basal area,Trembling Aspen  basal area,Unknown  basal area,White Ash  basal area,White Birch  basal area,White Oak  basal area,White Pine  basal area,Yellow Birch basal area,Total Basal Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 8,2014,2,10,0.015614537,,,,,,,,,,,,,,,,,,,,,1.632585062,,,,,,,,1.648199599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 1,2014,3,16,,,,0.04227337,,,,,,,,,,,,,,,,0.136716934,,1.156032616,,,,,,,,1.33502292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 10,2014,3,15,,,,,,,,,,,,,,,,,,,1,0.203730404,,0.979032516,,,,,0.201090674,,,2.383853594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 2,2014,3,18,,,,,,,,,,,,,,,,,,0.485817024,,0.031416,,0.918942347,,,,,,,,1.436175371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 3,2014,9,17,,,,,,,0.009676913,,,,,,,0.008992045,,,0.067904899,0.906262064,0.010751341,0.062901901,,0.029243584,,,0.077679987,,0.164030005,,,1.337442737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 4,2014,3,16,,,,,,,,,,,,,,,,,,0.424672063,,,,0.526041285,,,,,0.114037724,,,1.064751072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 5,2014,2,11,,,,,,,,,,,,,,,,,,0.145267584,,,,0.808987133,,,,,,,,0.954254717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 6,2014,2,13,,,,,,,,,,,,,,,,,,,,,,1.25839694,,,,,0.354674074,,,1.613071013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 7,2014,2,14,,,,,,,,,,,,,,,,,,0.336956235,,,,0.785789558,,,,,,,,1.122745793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 8,2014,5,24,,,,,,,,,,,,,,,,,0.01093591,0.237236353,,0.045996166,,0.630143699,,,,,0.508063479,,,1.432375606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 9,2014,3,15,,,,,,,,,,,,,,0.014102642,,,,,,,,0.780345166,,,,,0.231574405,,,1.026022213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFW 1,2014,5,13,,0.019359325,,,,,,0.019855697,,,,,,0.203964453,,,,,,,0.080118654,,,,0.222796774,,,,,0.546094903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFW 2,2014,4,9,0.011499041,,,,,,,,,,,,,0.04523904,,,,,,,0.218888624,,,,0.472130644,,,,,0.747757349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 1,2014,3,13,,,,,0.21730133,,,,,,,,,,,,0.548665517,,,,,0.8670816,,,,,,,,1.633048448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 2,2014,3,11,0.036983701,,,,,,,,,,,,,,,,0.25338889,,,,,0.285405721,,,,,,,,0.575778311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 3,2014,3,11,0.052604521,,,,,,,,,,,,,,,,0.093482235,,,,,0.846251221,,,,,,,,0.992337977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 1,2015,9,34,0.131773627,0,,0.157740521,0.010751341,0,0.075254672,0,,,,0,0,0.089696607,0.124410502,0,0.18001368,0.104634915,,0,,0,0,,0,0,,0.357530573,,1.231806437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 10,2015,5,15,0.260204591,0,,0,0,0,0,0,,,,0,0,0,0,0,0.084496474,0.193220966,,0,,0.424428589,0,,0.010386915,0,,0,,0.972737535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 11,2015,7,16,0.249692012,0.02432855,,0,0.044115133,0,0,0,,,,0,0,0,0,0,0.207023586,0.122542035,,0,,0.14253125,0,,0,0,,0.122743097,,0.912975664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 12,2015,5,25,0.370397782,0,,0.01246901,0,0,0,0,,,,0,0.057382109,0,0,0,0.056995693,0,,0,,0,0,,0,0,,0.334714703,,0.831959297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 13,2015,4,17,0.30392938,0,,0,0,0,0,0,,,,0,0,0,0,0,0.072593737,0,,0,,0.209576921,0,,0,0,,0.248063878,,0.834163915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 14,2015,5,22,0.281532913,0,,0,0,0,0,0,,,,0,0,0.022644653,0,0,0.429197538,0.37392894,,0,,0.16619064,0,,0,0,,0,,1.273494684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 15,2015,5,16,0.168541342,0,,0,0,0,0,0,,,,0.161883506,0,0,0,0,0,0.339017125,,0,,0.42085659,0,,0.021904021,0,,0,,1.112202584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 16,2015,4,14,0.021728876,0,,0,0,0,0,0,,,,0,0,0,0,0,0.601079186,0,,0,,0.010751341,0,,0,0,,0.329051184,,0.962610587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 17,2015,7,32,0.626585837,0,,0,0,0,0,0.184745715,,,,0.047143635,0,0.01815295,0,0,0.340070346,0,,0,,0.014957158,0,,0,0,,0.256970314,,1.488625954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 18,2015,6,18,0.17809966,0,,0,0,0,0,0.197136185,,,,0,0,0,0,0.010386915,0.02747015,0,,0,,0.065418322,0,,0.020358353,0,,0.06157536,,0.560444947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 19,2015,5,14,0.103661804,0,,0,0,0,0,0,,,,0,0,0,0,0.020735345,0.245802711,0,,0,,0.018626546,0,,0.052031965,0,,0,,0.440858372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 2,2015,9,29,0.345918434,0,,0.069527535,0,0,0,0,,,,0.130100725,0,0,0.025730489,0,0.157827701,0,,0,,0.015174713,0.018145882,,0.039760875,0,,0.462277015,,1.264463369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 20,2015,5,24,0.251619383,0,,0,0.06157536,0,0,0,,,,0,0,0,0,0,0,0,,0.11341176,,0.163694639,0,,0,0,,0.024605797,,0.614906939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 21,2015,5,11,0,0,,0,0,0,0.021382515,0,,,,0,0,0,0,0,0.285701031,0.086866811,,0,,0.134614418,0,,0,0,,0.179451334,,0.708016109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 22,2015,7,17,0.04725202,0,,0.111628117,0,0,0.008824754,0,,,,0.039057157,0.035968178,0,0,0,0.206249967,0,,0,,0.246556695,0,,0,0,,0,,0.695536888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 23,2015,3,19,0.027146566,0,,0,0,0,0,0,,,,0.231307369,0,0,0,0,0,0,,0,,0.626068258,0,,0,0,,0,,0.884522192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 24,2015,9,35,0.042638581,0.015614537,,0,0.010028773,0,0,0,,,,0.062901901,0,0.060690214,0,0,0.281376619,0.008494886,,0,,0.427643231,0,,0.057945241,0,,0,,0.967333983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 25,2015,5,23,0.167071073,0,,0,0,0,0,0,,,,0.104634915,0,0,0,0,0.18969295,0.091863526,,0,,0.343671405,0,,0,0,,0,,0.896933869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 3,2015,5,17,0.387901206,0,,0,0,0,0,0,,,,0,0,0,0,0,0.058535077,0.22228705,,0,,0.088141515,0,,0,0,,0.250501759,,1.007366606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 4,2015,6,21,0.291591531,0,,0.035632813,0,0,0,0,,,,0,0,0,0,0,0.116415915,0,,0,,0.011689894,0,,0.067886834,0,,0.10752126,,0.630738247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 5,2015,8,23,0.117284567,0,,0,0,0,0,0,,,,0,0,0.01327326,0,0,0.149952495,0.070686,,0.102921958,,0.082669633,0,,0.02601559,0,,0.495551272,,1.058354774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 6,2015,7,40,0.179547152,0,,0.306676709,0,0,0,0,,,,0,0,0.01130976,0,0,0.322633681,0.173969242,,0,,0.01130976,0,,0,0.060149859,,0.262315746,,1.327911908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 7,2015,4,16,0,0,,0.071519309,0,0,0,0,,,,0,0,0,0,0,0.488040491,0,,0.121155804,,0.010568342,0,,0,0,,0,,0.691283947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 8,2015,6,21,0.18089804,0,,0,0,0,0,0,,,,0,0,0,0,0,0.216475875,0,,0.258592165,,0.050217691,0,,0.013892941,0,,0.09653587,,0.816612581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 9,2015,6,19,0.136328947,0,,0,0,0,0,0,,,,0,0,0,0,0,0.362968683,0,,0.068915708,,0.06157536,0,,0.01130976,0,,0.365716012,,1.00681447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED 1,2015,2,12,,,,,,,0.147253861,,,,,,,,,,,,,,,0.809989303,,,,,,,,0.957243164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED 2,2015,5,20,,,,0.195361967,,,0.133964893,,,,,,,,,,,,,,,0.950207551,,,0.037330062,,,0.026717737,,1.343582209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWS 1,2015,3,7,,,,,0.183722339,,,,,,,,,,,,,,,,,0.10985861,,,0.018701945,,,,,0.312282894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWS 2,2015,3,12,,,,,0.204189863,,,,,,,,,,,,,,,,,0.405864875,,,,,,,,0.610054738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 1,2016,5,16,0.010028773,,,,,,,,,,,0.157947867,,,,,0.072518338,,,,,0.887733693,,,,0.079923089,,,,1.20815176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 10,2016,2,5,,,,0.190890685,,,,,,,,,,,,,,,,,,0.66322082,,,,,,,,0.854111504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 11,2016,6,17,0.83586195,,,,0.221452169,,,,,,,0.172032445,,0.073541714,,,,,,,,0.066122826,,,0.04523904,,,,,1.414250145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 12,2016,3,16,0.423766497,,,,,,,,,,,0.066014441,,,,,,,,,,0.51159935,,,,,,,,1.001380288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 13,2016,4,11,0.250182101,,,,0.018385429,,,,,,,0.052279366,,,,,,,,,,0.19650708,,,,,,,,0.517353976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 14,2016,6,15,0.069056295,,,,,,,,,,,0.435724997,,,,,0.182665976,0.340049926,,,,0.549770575,,,,0.044115133,,,,1.621382902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 15,2016,2,8,0.954602649,,,,,,,,,,,,,,,,,,,,,0.068349435,,,,,,,,1.022952084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 16,2016,2,10,1.056667735,,,,,,,,,,,,,,,,,,,,,0.403168597,,,,,,,,1.459836332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 17,2016,2,6,0.155912896,,,,,,,,,,,,,,,,,,,,,0.793927873,,,,,,,,0.949840769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 18,2016,2,10,,,,,,,,1.138661139,,,,,,,,,,,,,,0.704118954,,,,,,,,1.842780093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 19,2016,1,11,,,,,,,,,,,,,,,,,,,,,,1.298224574,,,,,,,,1.298224574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 2,2016,5,18,0.153160854,,,0.250559093,,,,,,,,0.057388393,,,,,0.08346917,,,,,0.838832333,,,,,,,,1.383409843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 20,2016,6,25,0.296109937,,,0.019855697,,,,0.011689894,,,,0.090258953,,0.08042496,,,,,,,,0.885675945,,,,,,,,1.384015387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 21,2016,6,16,0.647887456,,,0.077931315,,,,,,,,0.204006865,,,,,,0.48022262,,,,0.209579278,,,,0.02835294,,,,1.647980473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 22,2016,4,11,0.792608401,,,,,,,,,,,0.073061835,,,,,0.097867909,,,,,0.244486381,,,,,,,,1.208024525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 23,2016,4,12,0.348144258,,,,,,,,,,,0.069746662,,,,,,,,,,0.381628216,,,,0.180784157,,,,0.980303293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 24,2016,2,11,,,,,,,,0.760209866,,,,,,,,,,,,,,0.725839976,,,,,,,,1.486049842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 25,2016,3,18,,,,,,,,0.158337425,,,,,,,,,,0.466189878,,,,1.260760208,,,,,,,,1.885287512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 3,2016,4,15,0.135858492,,,,,,,,,,,0.081331312,,,,,,0.025730489,,,,1.29088344,,,,,,,,1.533803733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 4,2016,4,14,0.186841948,,,0.048305242,,,,,,,,,,,,,,,,,,0.721008196,,,0.026590502,,,,,0.982745887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 5,2016,4,15,0.522557251,,,,,,,,,,,0.011122049,,,,,,0.437087666,,,,0.329619814,,,,,,,,1.30038678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 6,2016,4,15,0.150382894,,,,,,0.118847513,0.444537185,,,,,,,,,,,,,,0.286123576,,,,,,,,0.999891169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
